season,round,driver,driver_points_after_race,driver_wins_after_race,driver_standings_pos_after_race,driver_points,driver_wins,driver_standings_pos
2006,3,michael_schumacher,11.0,0,4,11.0,0.0,2.0
2006,3,button,11.0,0,5,11.0,0.0,3.0
2006,3,montoya,9.0,0,6,9.0,0.0,5.0
2006,3,ralf_schumacher,7.0,0,7,1.0,0.0,11.0
2006,3,heidfeld,5.0,0,8,0.0,0.0,18.0
2006,3,villeneuve,5.0,0,9,2.0,0.0,10.0
2006,3,massa,4.0,0,10,4.0,0.0,7.0
2006,3,webber,3.0,0,11,3.0,0.0,8.0
2006,3,barrichello,2.0,0,12,0.0,0.0,14.0
2006,3,rosberg,2.0,0,13,2.0,0.0,9.0
2006,3,coulthard,1.0,0,14,0.0,0.0,15.0
2006,3,klien,1.0,0,15,1.0,0.0,12.0
2006,3,speed,0.0,0,16,0.0,0.0,20.0
2006,3,trulli,0.0,0,17,0.0,0.0,13.0
2006,3,liuzzi,0.0,0,18,0.0,0.0,16.0
2006,3,albers,0.0,0,19,0.0,0.0,17.0
2006,3,sato,0.0,0,20,0.0,0.0,21.0
2006,3,monteiro,0.0,0,21,0.0,0.0,19.0
2006,3,ide,0.0,0,22,0.0,0.0,0.0
2006,4,alonso,36.0,2,1,28.0,2.0,1.0
2006,4,michael_schumacher,21.0,1,2,11.0,0.0,4.0
2006,4,raikkonen,18.0,0,3,14.0,0.0,3.0
2006,4,fisichella,15.0,1,4,14.0,1.0,2.0
2006,4,montoya,15.0,0,5,9.0,0.0,6.0
2006,4,button,13.0,0,6,11.0,0.0,5.0
2006,4,massa,9.0,0,7,4.0,0.0,10.0
2006,4,ralf_schumacher,7.0,0,8,7.0,0.0,7.0
2006,4,webber,6.0,0,9,3.0,0.0,11.0
2006,4,heidfeld,5.0,0,10,5.0,0.0,8.0
2006,4,villeneuve,5.0,0,11,5.0,0.0,9.0
2006,4,barrichello,2.0,0,12,2.0,0.0,12.0
2006,4,rosberg,2.0,0,13,2.0,0.0,13.0
2006,4,coulthard,1.0,0,14,1.0,0.0,14.0
2006,4,klien,1.0,0,15,1.0,0.0,15.0
2006,4,speed,0.0,0,16,0.0,0.0,16.0
2006,4,trulli,0.0,0,17,0.0,0.0,17.0
2006,4,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,4,albers,0.0,0,19,0.0,0.0,19.0
2006,4,sato,0.0,0,20,0.0,0.0,20.0
2006,4,monteiro,0.0,0,21,0.0,0.0,21.0
2006,4,ide,0.0,0,22,0.0,0.0,22.0
2006,5,alonso,44.0,2,1,36.0,2.0,1.0
2006,5,michael_schumacher,31.0,2,2,21.0,1.0,2.0
2006,5,raikkonen,23.0,0,3,18.0,0.0,3.0
2006,5,fisichella,18.0,1,4,15.0,1.0,4.0
2006,5,massa,15.0,0,5,9.0,0.0,7.0
2006,5,montoya,15.0,0,6,15.0,0.0,5.0
2006,5,button,13.0,0,7,13.0,0.0,6.0
2006,5,ralf_schumacher,7.0,0,8,7.0,0.0,8.0
2006,5,barrichello,6.0,0,9,2.0,0.0,12.0
2006,5,webber,6.0,0,10,6.0,0.0,9.0
2006,5,villeneuve,6.0,0,11,5.0,0.0,11.0
2006,5,heidfeld,5.0,0,12,5.0,0.0,10.0
2006,5,rosberg,4.0,0,13,2.0,0.0,13.0
2006,5,coulthard,1.0,0,14,1.0,0.0,14.0
2006,5,klien,1.0,0,15,1.0,0.0,15.0
2006,5,trulli,0.0,0,16,0.0,0.0,17.0
2006,5,speed,0.0,0,17,0.0,0.0,16.0
2006,5,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,5,albers,0.0,0,19,0.0,0.0,19.0
2006,5,monteiro,0.0,0,20,0.0,0.0,21.0
2006,5,sato,0.0,0,21,0.0,0.0,20.0
2006,5,ide,0.0,0,22,0.0,0.0,22.0
2006,6,alonso,54.0,3,1,44.0,2.0,1.0
2006,6,michael_schumacher,39.0,2,2,31.0,2.0,2.0
2006,6,raikkonen,27.0,0,3,23.0,0.0,3.0
2006,6,fisichella,24.0,1,4,18.0,1.0,4.0
2006,6,massa,20.0,0,5,15.0,0.0,5.0
2006,6,button,16.0,0,6,13.0,0.0,7.0
2006,6,montoya,15.0,0,7,15.0,0.0,6.0
2006,6,barrichello,8.0,0,8,6.0,0.0,9.0
2006,6,ralf_schumacher,7.0,0,9,7.0,0.0,8.0
2006,6,heidfeld,6.0,0,10,5.0,0.0,12.0
2006,6,webber,6.0,0,11,6.0,0.0,10.0
2006,6,villeneuve,6.0,0,12,6.0,0.0,11.0
2006,6,rosberg,4.0,0,13,4.0,0.0,13.0
2006,6,coulthard,1.0,0,14,1.0,0.0,14.0
2006,6,klien,1.0,0,15,1.0,0.0,15.0
2006,6,trulli,0.0,0,16,0.0,0.0,16.0
2006,6,speed,0.0,0,17,0.0,0.0,17.0
2006,6,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,6,albers,0.0,0,19,0.0,0.0,19.0
2006,6,monteiro,0.0,0,20,0.0,0.0,20.0
2006,6,sato,0.0,0,21,0.0,0.0,21.0
2006,6,ide,0.0,0,22,0.0,0.0,22.0
2006,7,alonso,64.0,4,1,54.0,3.0,1.0
2006,7,michael_schumacher,43.0,2,2,39.0,2.0,2.0
2006,7,fisichella,27.0,1,3,24.0,1.0,4.0
2006,7,raikkonen,27.0,0,4,27.0,0.0,3.0
2006,7,montoya,23.0,0,5,15.0,0.0,7.0
2006,7,massa,20.0,0,6,20.0,0.0,5.0
2006,7,button,16.0,0,7,16.0,0.0,6.0
2006,7,barrichello,13.0,0,8,8.0,0.0,8.0
2006,7,ralf_schumacher,8.0,0,9,7.0,0.0,9.0
2006,7,heidfeld,8.0,0,10,6.0,0.0,10.0
2006,7,coulthard,7.0,0,11,1.0,0.0,14.0
2006,7,webber,6.0,0,12,6.0,0.0,11.0
2006,7,villeneuve,6.0,0,13,6.0,0.0,12.0
2006,7,rosberg,4.0,0,14,4.0,0.0,13.0
2006,7,klien,1.0,0,15,1.0,0.0,15.0
2006,7,trulli,0.0,0,16,0.0,0.0,16.0
2006,7,speed,0.0,0,17,0.0,0.0,17.0
2006,7,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,7,albers,0.0,0,19,0.0,0.0,19.0
2006,7,monteiro,0.0,0,20,0.0,0.0,20.0
2006,7,sato,0.0,0,21,0.0,0.0,21.0
2006,7,ide,0.0,0,22,0.0,0.0,22.0
2006,7,montagny,0.0,0,23,0.0,0.0,0.0
2006,8,alonso,74.0,5,1,64.0,4.0,1.0
2006,8,michael_schumacher,51.0,2,2,43.0,2.0,2.0
2006,8,raikkonen,33.0,0,3,27.0,0.0,4.0
2006,8,fisichella,32.0,1,4,27.0,1.0,3.0
2006,8,montoya,26.0,0,5,23.0,0.0,5.0
2006,8,massa,24.0,0,6,20.0,0.0,6.0
2006,8,button,16.0,0,7,16.0,0.0,7.0
2006,8,barrichello,13.0,0,8,13.0,0.0,8.0
2006,8,heidfeld,10.0,0,9,8.0,0.0,10.0
2006,8,ralf_schumacher,8.0,0,10,8.0,0.0,9.0
2006,8,coulthard,7.0,0,11,7.0,0.0,11.0
2006,8,villeneuve,7.0,0,12,6.0,0.0,13.0
2006,8,webber,6.0,0,13,6.0,0.0,12.0
2006,8,rosberg,4.0,0,14,4.0,0.0,14.0
2006,8,klien,1.0,0,15,1.0,0.0,15.0
2006,8,trulli,0.0,0,16,0.0,0.0,16.0
2006,8,speed,0.0,0,17,0.0,0.0,17.0
2006,8,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,8,albers,0.0,0,19,0.0,0.0,19.0
2006,8,monteiro,0.0,0,20,0.0,0.0,20.0
2006,8,sato,0.0,0,21,0.0,0.0,21.0
2006,8,ide,0.0,0,22,0.0,0.0,22.0
2006,8,montagny,0.0,0,23,0.0,0.0,23.0
2006,9,alonso,84.0,6,1,74.0,5.0,1.0
2006,9,michael_schumacher,59.0,2,2,51.0,2.0,2.0
2006,9,raikkonen,39.0,0,3,33.0,0.0,3.0
2006,9,fisichella,37.0,1,4,32.0,1.0,4.0
2006,9,massa,28.0,0,5,24.0,0.0,6.0
2006,9,montoya,26.0,0,6,26.0,0.0,5.0
2006,9,button,16.0,0,7,16.0,0.0,7.0
2006,9,barrichello,13.0,0,8,13.0,0.0,8.0
2006,9,heidfeld,12.0,0,9,10.0,0.0,9.0
2006,9,ralf_schumacher,8.0,0,10,8.0,0.0,10.0
2006,9,coulthard,8.0,0,11,7.0,0.0,11.0
2006,9,villeneuve,7.0,0,12,7.0,0.0,12.0
2006,9,webber,6.0,0,13,6.0,0.0,13.0
2006,9,rosberg,4.0,0,14,4.0,0.0,14.0
2006,9,trulli,3.0,0,15,0.0,0.0,16.0
2006,9,klien,1.0,0,16,1.0,0.0,15.0
2006,9,speed,0.0,0,17,0.0,0.0,17.0
2006,9,liuzzi,0.0,0,18,0.0,0.0,18.0
2006,9,albers,0.0,0,19,0.0,0.0,19.0
2006,9,monteiro,0.0,0,20,0.0,0.0,20.0
2006,9,sato,0.0,0,21,0.0,0.0,21.0
2006,9,ide,0.0,0,22,0.0,0.0,22.0
2006,9,montagny,0.0,0,23,0.0,0.0,23.0
2006,10,alonso,88.0,6,1,84.0,6.0,1.0
2006,10,michael_schumacher,69.0,3,2,59.0,2.0,2.0
2006,10,fisichella,43.0,1,3,37.0,1.0,4.0
2006,10,raikkonen,39.0,0,4,39.0,0.0,3.0
2006,10,massa,36.0,0,5,28.0,0.0,5.0
2006,10,montoya,26.0,0,6,26.0,0.0,6.0
2006,10,button,16.0,0,7,16.0,0.0,7.0
2006,10,barrichello,16.0,0,8,13.0,0.0,8.0
2006,10,heidfeld,12.0,0,9,12.0,0.0,9.0
2006,10,coulthard,10.0,0,10,8.0,0.0,11.0
2006,10,ralf_schumacher,8.0,0,11,8.0,0.0,10.0
2006,10,trulli,8.0,0,12,3.0,0.0,15.0
2006,10,villeneuve,7.0,0,13,7.0,0.0,12.0
2006,10,webber,6.0,0,14,6.0,0.0,13.0
2006,10,rosberg,4.0,0,15,4.0,0.0,14.0
2006,10,liuzzi,1.0,0,16,0.0,0.0,18.0
2006,10,klien,1.0,0,17,1.0,0.0,16.0
2006,10,speed,0.0,0,18,0.0,0.0,17.0
2006,10,albers,0.0,0,19,0.0,0.0,19.0
2006,10,monteiro,0.0,0,20,0.0,0.0,20.0
2006,10,sato,0.0,0,21,0.0,0.0,21.0
2006,10,ide,0.0,0,22,0.0,0.0,22.0
2006,10,montagny,0.0,0,23,0.0,0.0,23.0
2006,11,alonso,96.0,6,1,88.0,6.0,1.0
2006,11,michael_schumacher,79.0,4,2,69.0,3.0,2.0
2006,11,fisichella,46.0,1,3,43.0,1.0,3.0
2006,11,raikkonen,43.0,0,4,39.0,0.0,4.0
2006,11,massa,42.0,0,5,36.0,0.0,5.0
2006,11,montoya,26.0,0,6,26.0,0.0,6.0
2006,11,button,16.0,0,7,16.0,0.0,7.0
2006,11,barrichello,16.0,0,8,16.0,0.0,8.0
2006,11,ralf_schumacher,13.0,0,9,8.0,0.0,11.0
2006,11,heidfeld,13.0,0,10,12.0,0.0,9.0
2006,11,coulthard,10.0,0,11,10.0,0.0,10.0
2006,11,trulli,8.0,0,12,8.0,0.0,12.0
2006,11,villeneuve,7.0,0,13,7.0,0.0,13.0
2006,11,webber,6.0,0,14,6.0,0.0,14.0
2006,11,rosberg,4.0,0,15,4.0,0.0,15.0
2006,11,rosa,2.0,0,16,0.0,0.0,0.0
2006,11,liuzzi,1.0,0,17,1.0,0.0,16.0
2006,11,klien,1.0,0,18,1.0,0.0,17.0
2006,11,speed,0.0,0,19,0.0,0.0,18.0
2006,11,albers,0.0,0,20,0.0,0.0,19.0
2006,11,monteiro,0.0,0,21,0.0,0.0,20.0
2006,11,sato,0.0,0,22,0.0,0.0,21.0
2006,11,ide,0.0,0,23,0.0,0.0,22.0
2006,11,montagny,0.0,0,24,0.0,0.0,23.0
2006,12,alonso,100.0,6,1,96.0,6.0,1.0
2006,12,michael_schumacher,89.0,5,2,79.0,4.0,2.0
2006,12,massa,50.0,0,3,42.0,0.0,5.0
2006,12,fisichella,49.0,1,4,46.0,1.0,3.0
2006,12,raikkonen,49.0,0,5,43.0,0.0,4.0
2006,12,montoya,26.0,0,6,26.0,0.0,6.0
2006,12,button,21.0,0,7,16.0,0.0,7.0
2006,12,barrichello,16.0,0,8,16.0,0.0,8.0
2006,12,ralf_schumacher,13.0,0,9,13.0,0.0,9.0
2006,12,heidfeld,13.0,0,10,13.0,0.0,10.0
2006,12,coulthard,10.0,0,11,10.0,0.0,11.0
2006,12,trulli,10.0,0,12,8.0,0.0,12.0
2006,12,villeneuve,7.0,0,13,7.0,0.0,13.0
2006,12,webber,6.0,0,14,6.0,0.0,14.0
2006,12,rosberg,4.0,0,15,4.0,0.0,15.0
2006,12,rosa,2.0,0,16,2.0,0.0,16.0
2006,12,klien,2.0,0,17,1.0,0.0,18.0
2006,12,liuzzi,1.0,0,18,1.0,0.0,17.0
2006,12,speed,0.0,0,19,0.0,0.0,19.0
2006,12,albers,0.0,0,20,0.0,0.0,20.0
2006,12,monteiro,0.0,0,21,0.0,0.0,21.0
2006,12,sato,0.0,0,22,0.0,0.0,22.0
2006,12,ide,0.0,0,23,0.0,0.0,23.0
2006,12,montagny,0.0,0,24,0.0,0.0,24.0
2006,13,alonso,100.0,6,1,100.0,6.0,1.0
2006,13,michael_schumacher,90.0,5,2,89.0,5.0,2.0
2006,13,massa,52.0,0,3,50.0,0.0,3.0
2006,13,fisichella,49.0,1,4,49.0,1.0,4.0
2006,13,raikkonen,49.0,0,5,49.0,0.0,5.0
2006,13,button,31.0,1,6,21.0,0.0,7.0
2006,13,montoya,26.0,0,7,26.0,0.0,6.0
2006,13,barrichello,21.0,0,8,16.0,0.0,8.0
2006,13,heidfeld,19.0,0,9,13.0,0.0,10.0
2006,13,ralf_schumacher,16.0,0,10,13.0,0.0,9.0
2006,13,coulthard,14.0,0,11,10.0,0.0,11.0
2006,13,rosa,10.0,0,12,2.0,0.0,16.0
2006,13,trulli,10.0,0,13,10.0,0.0,12.0
2006,13,villeneuve,7.0,0,14,7.0,0.0,13.0
2006,13,webber,6.0,0,15,6.0,0.0,14.0
2006,13,rosberg,4.0,0,16,4.0,0.0,15.0
2006,13,klien,2.0,0,17,2.0,0.0,17.0
2006,13,liuzzi,1.0,0,18,1.0,0.0,18.0
2006,13,speed,0.0,0,19,0.0,0.0,19.0
2006,13,monteiro,0.0,0,20,0.0,0.0,21.0
2006,13,albers,0.0,0,21,0.0,0.0,20.0
2006,13,sato,0.0,0,22,0.0,0.0,22.0
2006,13,ide,0.0,0,23,0.0,0.0,23.0
2006,13,montagny,0.0,0,24,0.0,0.0,24.0
2006,14,alonso,108.0,6,1,100.0,6.0,1.0
2006,14,michael_schumacher,96.0,5,2,90.0,5.0,2.0
2006,14,massa,62.0,1,3,52.0,0.0,3.0
2006,14,fisichella,52.0,1,4,49.0,1.0,4.0
2006,14,raikkonen,49.0,0,5,49.0,0.0,5.0
2006,14,button,36.0,1,6,31.0,1.0,6.0
2006,14,montoya,26.0,0,7,26.0,0.0,7.0
2006,14,barrichello,22.0,0,8,21.0,0.0,8.0
2006,14,heidfeld,19.0,0,9,19.0,0.0,9.0
2006,14,ralf_schumacher,18.0,0,10,16.0,0.0,10.0
2006,14,rosa,14.0,0,11,10.0,0.0,12.0
2006,14,coulthard,14.0,0,12,14.0,0.0,11.0
2006,14,trulli,10.0,0,13,10.0,0.0,13.0
2006,14,villeneuve,7.0,0,14,7.0,0.0,14.0
2006,14,webber,6.0,0,15,6.0,0.0,15.0
2006,14,rosberg,4.0,0,16,4.0,0.0,16.0
2006,14,klien,2.0,0,17,2.0,0.0,17.0
2006,14,liuzzi,1.0,0,18,1.0,0.0,18.0
2006,14,speed,0.0,0,19,0.0,0.0,19.0
2006,14,monteiro,0.0,0,20,0.0,0.0,20.0
2006,14,albers,0.0,0,21,0.0,0.0,21.0
2006,14,sato,0.0,0,22,0.0,0.0,22.0
2006,14,kubica,0.0,0,23,0.0,0.0,0.0
2006,14,ide,0.0,0,24,0.0,0.0,23.0
2006,14,montagny,0.0,0,25,0.0,0.0,24.0
2006,15,alonso,108.0,6,1,108.0,6.0,1.0
2006,15,michael_schumacher,106.0,6,2,96.0,5.0,2.0
2006,15,massa,62.0,1,3,62.0,1.0,3.0
2006,15,fisichella,57.0,1,4,52.0,1.0,4.0
2006,15,raikkonen,57.0,0,5,49.0,0.0,5.0
2006,15,button,40.0,1,6,36.0,1.0,6.0
2006,15,montoya,26.0,0,7,26.0,0.0,7.0
2006,15,barrichello,25.0,0,8,22.0,0.0,8.0
2006,15,heidfeld,20.0,0,9,19.0,0.0,9.0
2006,15,ralf_schumacher,18.0,0,10,18.0,0.0,10.0
2006,15,rosa,14.0,0,11,14.0,0.0,11.0
2006,15,coulthard,14.0,0,12,14.0,0.0,12.0
2006,15,trulli,12.0,0,13,10.0,0.0,13.0
2006,15,villeneuve,7.0,0,14,7.0,0.0,14.0
2006,15,kubica,6.0,0,15,0.0,0.0,23.0
2006,15,webber,6.0,0,16,6.0,0.0,15.0
2006,15,rosberg,4.0,0,17,4.0,0.0,16.0
2006,15,klien,2.0,0,18,2.0,0.0,17.0
2006,15,liuzzi,1.0,0,19,1.0,0.0,18.0
2006,15,speed,0.0,0,20,0.0,0.0,19.0
2006,15,monteiro,0.0,0,21,0.0,0.0,20.0
2006,15,albers,0.0,0,22,0.0,0.0,21.0
2006,15,sato,0.0,0,23,0.0,0.0,22.0
2006,15,ide,0.0,0,24,0.0,0.0,24.0
2006,15,montagny,0.0,0,25,0.0,0.0,25.0
2006,16,michael_schumacher,116.0,7,1,106.0,6.0,2.0
2006,16,alonso,116.0,6,2,108.0,6.0,1.0
2006,16,fisichella,63.0,1,3,57.0,1.0,4.0
2006,16,massa,62.0,1,4,62.0,1.0,3.0
2006,16,raikkonen,57.0,0,5,57.0,0.0,5.0
2006,16,button,45.0,1,6,40.0,1.0,6.0
2006,16,barrichello,28.0,0,7,25.0,0.0,8.0
2006,16,montoya,26.0,0,8,26.0,0.0,7.0
2006,16,heidfeld,22.0,0,9,20.0,0.0,9.0
2006,16,rosa,18.0,0,10,14.0,0.0,11.0
2006,16,ralf_schumacher,18.0,0,11,18.0,0.0,10.0
2006,16,coulthard,14.0,0,12,14.0,0.0,12.0
2006,16,trulli,12.0,0,13,12.0,0.0,13.0
2006,16,webber,7.0,0,14,6.0,0.0,16.0
2006,16,villeneuve,7.0,0,15,7.0,0.0,14.0
2006,16,kubica,6.0,0,16,6.0,0.0,15.0
2006,16,rosberg,4.0,0,17,4.0,0.0,17.0
2006,16,klien,2.0,0,18,2.0,0.0,18.0
2006,16,liuzzi,1.0,0,19,1.0,0.0,19.0
2006,16,speed,0.0,0,20,0.0,0.0,20.0
2006,16,monteiro,0.0,0,21,0.0,0.0,21.0
2006,16,albers,0.0,0,22,0.0,0.0,22.0
2006,16,sato,0.0,0,23,0.0,0.0,23.0
2006,16,doornbos,0.0,0,24,0.0,0.0,0.0
2006,16,ide,0.0,0,25,0.0,0.0,24.0
2006,16,montagny,0.0,0,26,0.0,0.0,25.0
2006,16,yamamoto,0.0,0,27,0.0,0.0,0.0
2006,17,alonso,126.0,7,1,116.0,6.0,2.0
2006,17,michael_schumacher,116.0,7,2,116.0,7.0,1.0
2006,17,massa,70.0,1,3,62.0,1.0,4.0
2006,17,fisichella,69.0,1,4,63.0,1.0,3.0
2006,17,raikkonen,61.0,0,5,57.0,0.0,5.0
2006,17,button,50.0,1,6,45.0,1.0,6.0
2006,17,barrichello,28.0,0,7,28.0,0.0,7.0
2006,17,montoya,26.0,0,8,26.0,0.0,8.0
2006,17,heidfeld,23.0,0,9,22.0,0.0,9.0
2006,17,ralf_schumacher,20.0,0,10,18.0,0.0,11.0
2006,17,rosa,18.0,0,11,18.0,0.0,10.0
2006,17,trulli,15.0,0,12,12.0,0.0,13.0
2006,17,coulthard,14.0,0,13,14.0,0.0,12.0
2006,17,webber,7.0,0,14,7.0,0.0,14.0
2006,17,villeneuve,7.0,0,15,7.0,0.0,15.0
2006,17,kubica,6.0,0,16,6.0,0.0,16.0
2006,17,rosberg,4.0,0,17,4.0,0.0,17.0
2006,17,klien,2.0,0,18,2.0,0.0,18.0
2006,17,liuzzi,1.0,0,19,1.0,0.0,19.0
2006,17,speed,0.0,0,20,0.0,0.0,20.0
2006,17,monteiro,0.0,0,21,0.0,0.0,21.0
2006,17,albers,0.0,0,22,0.0,0.0,22.0
2006,17,sato,0.0,0,23,0.0,0.0,23.0
2006,17,doornbos,0.0,0,24,0.0,0.0,24.0
2006,17,ide,0.0,0,25,0.0,0.0,25.0
2006,17,montagny,0.0,0,26,0.0,0.0,26.0
2006,17,yamamoto,0.0,0,27,0.0,0.0,27.0
2006,18,alonso,134.0,7,1,126.0,7.0,1.0
2006,18,michael_schumacher,121.0,7,2,116.0,7.0,2.0
2006,18,massa,80.0,2,3,70.0,1.0,3.0
2006,18,fisichella,72.0,1,4,69.0,1.0,4.0
2006,18,raikkonen,65.0,0,5,61.0,0.0,5.0
2006,18,button,56.0,1,6,50.0,1.0,6.0
2006,18,barrichello,30.0,0,7,28.0,0.0,7.0
2006,18,montoya,26.0,0,8,26.0,0.0,8.0
2006,18,heidfeld,23.0,0,9,23.0,0.0,9.0
2006,18,ralf_schumacher,20.0,0,10,20.0,0.0,10.0
2006,18,rosa,19.0,0,11,18.0,0.0,11.0
2006,18,trulli,15.0,0,12,15.0,0.0,12.0
2006,18,coulthard,14.0,0,13,14.0,0.0,13.0
2006,18,webber,7.0,0,14,7.0,0.0,14.0
2006,18,villeneuve,7.0,0,15,7.0,0.0,15.0
2006,18,kubica,6.0,0,16,6.0,0.0,16.0
2006,18,rosberg,4.0,0,17,4.0,0.0,17.0
2006,18,klien,2.0,0,18,2.0,0.0,18.0
2006,18,liuzzi,1.0,0,19,1.0,0.0,19.0
2006,18,speed,0.0,0,20,0.0,0.0,20.0
2006,18,monteiro,0.0,0,21,0.0,0.0,21.0
2006,18,albers,0.0,0,22,0.0,0.0,22.0
2006,18,sato,0.0,0,23,0.0,0.0,23.0
2006,18,doornbos,0.0,0,24,0.0,0.0,24.0
2006,18,ide,0.0,0,25,0.0,0.0,25.0
2006,18,yamamoto,0.0,0,26,0.0,0.0,27.0
2006,18,montagny,0.0,0,27,0.0,0.0,26.0
2007,1,raikkonen,10.0,1,1,0.0,0.0,0.0
2007,1,alonso,8.0,0,2,0.0,0.0,0.0
2007,1,hamilton,6.0,0,3,0.0,0.0,0.0
2007,1,heidfeld,5.0,0,4,0.0,0.0,0.0
2007,1,fisichella,4.0,0,5,0.0,0.0,0.0
2007,1,massa,3.0,0,6,0.0,0.0,0.0
2007,1,rosberg,2.0,0,7,0.0,0.0,0.0
2007,1,ralf_schumacher,1.0,0,8,0.0,0.0,0.0
2007,1,trulli,0.0,0,9,0.0,0.0,0.0
2007,1,kovalainen,0.0,0,10,0.0,0.0,0.0
2007,1,barrichello,0.0,0,11,0.0,0.0,0.0
2007,1,sato,0.0,0,12,0.0,0.0,0.0
2007,1,webber,0.0,0,13,0.0,0.0,0.0
2007,1,liuzzi,0.0,0,14,0.0,0.0,0.0
2007,1,button,0.0,0,15,0.0,0.0,0.0
2007,1,davidson,0.0,0,16,0.0,0.0,0.0
2007,1,sutil,0.0,0,17,0.0,0.0,0.0
2007,2,alonso,18.0,1,1,8.0,0.0,2.0
2007,2,raikkonen,16.0,1,2,10.0,1.0,1.0
2007,2,hamilton,14.0,0,3,6.0,0.0,3.0
2007,2,heidfeld,10.0,0,4,5.0,0.0,4.0
2007,2,fisichella,7.0,0,5,4.0,0.0,5.0
2007,2,massa,7.0,0,6,3.0,0.0,6.0
2007,2,trulli,2.0,0,7,0.0,0.0,9.0
2007,2,rosberg,2.0,0,8,2.0,0.0,7.0
2007,2,kovalainen,1.0,0,9,0.0,0.0,10.0
2007,2,ralf_schumacher,1.0,0,10,1.0,0.0,8.0
2007,2,wurz,0.0,0,11,0.0,0.0,0.0
2007,2,webber,0.0,0,12,0.0,0.0,13.0
2007,2,barrichello,0.0,0,13,0.0,0.0,11.0
2007,2,sato,0.0,0,14,0.0,0.0,12.0
2007,2,button,0.0,0,15,0.0,0.0,15.0
2007,2,liuzzi,0.0,0,16,0.0,0.0,14.0
2007,2,speed,0.0,0,17,0.0,0.0,0.0
2007,2,davidson,0.0,0,18,0.0,0.0,16.0
2007,2,sutil,0.0,0,19,0.0,0.0,17.0
2007,2,kubica,0.0,0,20,0.0,0.0,0.0
2007,3,alonso,22.0,1,1,18.0,1.0,1.0
2007,3,raikkonen,22.0,1,2,16.0,1.0,2.0
2007,3,hamilton,22.0,0,3,14.0,0.0,3.0
2007,3,massa,17.0,1,4,7.0,0.0,6.0
2007,3,heidfeld,15.0,0,5,10.0,0.0,4.0
2007,3,fisichella,8.0,0,6,7.0,0.0,5.0
2007,3,trulli,4.0,0,7,2.0,0.0,7.0
2007,3,kubica,3.0,0,8,0.0,0.0,20.0
2007,3,rosberg,2.0,0,9,2.0,0.0,8.0
2007,3,kovalainen,1.0,0,10,1.0,0.0,9.0
2007,3,ralf_schumacher,1.0,0,11,1.0,0.0,10.0
2007,3,wurz,0.0,0,12,0.0,0.0,11.0
2007,3,webber,0.0,0,13,0.0,0.0,12.0
2007,3,barrichello,0.0,0,14,0.0,0.0,13.0
2007,3,sato,0.0,0,15,0.0,0.0,14.0
2007,3,button,0.0,0,16,0.0,0.0,15.0
2007,3,liuzzi,0.0,0,17,0.0,0.0,16.0
2007,3,albers,0.0,0,18,0.0,0.0,0.0
2007,3,speed,0.0,0,19,0.0,0.0,17.0
2007,3,sutil,0.0,0,20,0.0,0.0,19.0
2007,3,davidson,0.0,0,21,0.0,0.0,18.0
2007,4,hamilton,30.0,0,1,22.0,0.0,3.0
2007,4,alonso,28.0,1,2,22.0,1.0,1.0
2007,4,massa,27.0,2,3,17.0,1.0,4.0
2007,4,raikkonen,22.0,1,4,22.0,1.0,2.0
2007,4,heidfeld,15.0,0,5,15.0,0.0,5.0
2007,4,kubica,8.0,0,6,3.0,0.0,8.0
2007,4,fisichella,8.0,0,7,8.0,0.0,6.0
2007,4,rosberg,5.0,0,8,2.0,0.0,9.0
2007,4,coulthard,4.0,0,9,0.0,0.0,0.0
2007,4,trulli,4.0,0,10,4.0,0.0,7.0
2007,4,kovalainen,3.0,0,11,1.0,0.0,10.0
2007,4,sato,1.0,0,12,0.0,0.0,15.0
2007,4,ralf_schumacher,1.0,0,13,1.0,0.0,11.0
2007,4,wurz,0.0,0,14,0.0,0.0,12.0
2007,4,barrichello,0.0,0,15,0.0,0.0,14.0
2007,4,webber,0.0,0,16,0.0,0.0,13.0
2007,4,davidson,0.0,0,17,0.0,0.0,21.0
2007,4,button,0.0,0,18,0.0,0.0,16.0
2007,4,sutil,0.0,0,19,0.0,0.0,20.0
2007,4,albers,0.0,0,20,0.0,0.0,18.0
2007,4,liuzzi,0.0,0,21,0.0,0.0,17.0
2007,4,speed,0.0,0,22,0.0,0.0,19.0
2007,5,alonso,38.0,2,1,28.0,1.0,2.0
2007,5,hamilton,38.0,0,2,30.0,0.0,1.0
2007,5,massa,33.0,2,3,27.0,2.0,3.0
2007,5,raikkonen,23.0,1,4,22.0,1.0,4.0
2007,5,heidfeld,18.0,0,5,15.0,0.0,5.0
2007,5,fisichella,13.0,0,6,8.0,0.0,7.0
2007,5,kubica,12.0,0,7,8.0,0.0,6.0
2007,5,rosberg,5.0,0,8,5.0,0.0,8.0
2007,5,coulthard,4.0,0,9,4.0,0.0,9.0
2007,5,trulli,4.0,0,10,4.0,0.0,10.0
2007,5,kovalainen,3.0,0,11,3.0,0.0,11.0
